문장,범죄유형
<이미지1-0>,False
<이미지2-0>,False
 이 사건 처분사유,False
 관계 법령,False
"법 제2조 제1호는 “학교 내외에서 학생을 대상으로 발생한 상해, 폭행, 감금, 협박, 약취·유인, 명예훼손·모욕, 공갈, 강요·강제적인 심부름 및 성폭력, 따돌림, 사이버 따돌림, 정보통신망을 이용한 음란·폭력 정보 등에 의하여 신체·정신 또는 재산상의 피해를 수반하는 행위”를 “학교폭력”으로 정의하고 있다",False
 제유,False
"갑2호증의 1 내지 3, 을1호증, 을3호증, 을4호증의 각 기재에 변론 전체의 취지를 보태어 알 수 있는 아래와 같은 사정들을 종합하면, 제유를 인정할 수 있고, 이는 이 사건 학교 내외에서 피해학생을 대상으로 발생한 성폭력 및 협박에 의하여 신체?정신상의 피해를 수반하는 행위로서 학교폭력에 해당한다",False
" 피해학생은 “원고와 경부터 교제하다가 경 헤어지자고 통보하였는데, 이성교제를 반대한 부모님 등에게 교제사실을 알리겠다는 협박에 의하여 원치 않는 교제를 계속하게 되었고, 그때부터 원고는 피해학생의 거부에도 불구하고 여러 장소에서 몸을 만지거나 성적인 발언을 하였다",False
”라는 취지로 일관되게 진술하였다,False
비었,False
 원고는 피해학생의 말에 피해학생을 벽에 세워두고 겁을 주었다,False
"”는 취지 내지 “원고가 피해학생과 다투며 억지로 손목을 잡아 자습실로 끌고 가거나 책상을 걷어차는 장면을 보았고, 원고를 말린 적도 있다",False
”는 취지의 확인서를 작성하였다,False
" 원고는, 경 이후에도 피해학생과 별다른 문제없이 원만히 교제하는 등 피해학생을 협박하거나 의사에 반하여 성희롱한 바 없다고 주장하면서, 갑3호증의 1 내지 갑7호증의 5, 갑10호증의 1 내지 갑15호증, 갑20호증의 1 내지 갑22호증의 2, 갑26호증 내지 갑28호증의 각 기재 및 갑18호증, 갑19호증의 각 영상을 증거로 제출하였으나, 위 증거들은 위 (1) 내지 (2)항 기재 증거들보다 신빙성이 떨어진다",False
 제2사유,False
"갑2호증의3, 을1호증 내지 을3호증의 각 기재에 변론 전체의 취지를 보태어 알 수 있는 아래와 같은 사정들을 종합하면, 제2사유를 인정할 수 있고, 이는 이 사건 학교 외에서 피해학생을 대상으로 발생한 폭행에 의하여 신체?정신상의 피해를 수반하는 행위로서 학교폭력에 해당한다",False
 원고는 이 사건 위원회에서 제2사유를 인정하는 취지로 진술하였다,False
 피해학생은 부터 같은 달 22,False
까지 사이에 이 사건 학교 보건실에서 손목 통증으로 치료를 받았다,False
 이 사건 학교 학생이 “원고가 2019,False
 가을경 F초등학교에서 피해학생과 대화하다가 피해학생을 밀어 넘어뜨리는 것을 목격하였다,False
”는 취지의 확인서를 작성하였다,False
 재량일탈?남용,False
 관계 법령,False
법 제17조 제12항은 “가해학생에 대한 조치 등에 관하여 필요한 사항은 대통령령으로 정한다,False
"”라고 규정하고, 학교폭력예방 및 대책에 관한 법률 시행령 제19조는 “법 제17조 제1항의 조치별 적용 기준은 다음 각 호의 사항을 고려하여 결정하고, 그 세부적인 기준은 교육부장관이 정하여 고시한다",False
"”라고 규정하면서, 제1호는 “가해학생이 행사한 학교폭력의 심각성ㆍ지속성ㆍ고의성”을, 제2호는 “가해학생의 반성 정도”를, 제3호는 “해당 조치로 인한 가해학생의 선도 가능성”을, 제4호는 “가해학생 및 보호자와 피해학생 및 보호자 간의 화해의 정도”를, 제5호는 “피해학생이 장애학생인지 여부”를 각 규정하고 있다",False
"교육부장관 고시인 학교폭력 가해학생 조치별 적용 세부기준 제2조 제1항은 “심의위원회는 가해학생이 행사한 학교폭력의 심각성, 지속성, 고의성의 정도와 가해학생의 반성 정도, 해당 조치로 인한 가해학생의 선도 가능성, 가해학생 및 보호자와 피해학생 및 보호자 간의 화해의 정도, 피해학생이 장애학생인지의 여부 등을 고려하여 별표에 따라 법 제17조 제1항 각 호의 조치 중 가해학생별로 선도가능성이 높은 조치(수개의 조치를 병과하는 경우를 포함한다)를 할 것을 교육장에게 요청하여야 한다",False
"”라고, 제2항은 “심의위원회는 피해학생 및 신고·고발 학생의 보호가 필요하다고 판단되는 경우 일정기간 가해학생이 피해학생과 접촉하는 것을 금지하고, 가해학생 스스로 자신의 잘못을 되돌아 볼 수 있는 기회를 주기 위해 법 제17조 제1항 제2호 조치를 기간을 정하여 부과할 수 있다",False
”라고 규정하고 있다,False
"위 별표에 의하면 ① 학교폭력의 심각성, ② 학교폭력의 지속성, ③ 학교폭력의 고의성, ④ 가해학생의 반성 정도, ⑤ 화해 정도의 항목별로 0 내지 4점의 점수를 매긴 후 이를 합산하여 가해학생에 대한 조치를 결정하고, 합산점수가 16 내지 20점이면 전학조치(제8호)에 해당한다",False
 판단,False
"갑2호증의 5의 기재에 변론 전체의 취지를 보태어 인정할 수 있는 다음과 같은 사정들을 종합하면, 이 사건 처분이 재량권을 일탈?남용하였다고 볼 수 없다",False
" 이 사건 위원회는 위 별표 각 항목에 관하여 ① 높음(3점), ② 높음(3점), ③ 높음(3점), ④ 낮음(3점), ⑤ 없음(4점)으로 판단하고 합산점수 16점으로 이 사건 처분과 같은 조치를 의결하였다",False
 위 별표 자체로서 합리성이 없다고 볼 만한 사정이 없다,False
" 법은 학교폭력의 예방과 대책에 필요한 사항을 규정함으로써 피해학생의 보호, 가해학생의 선도ㆍ교육 및 피해학생과 가해학생 간의 분쟁조정을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성함을 목적으로 하고(법 제1조), 학교폭력에 대해서는 경우에 따라 단호하고 엄정한 조치가 불가피할 수 있는바, 교육전문가인 교육장이 학교폭력대책심의위원회의 요청에 따라 교육목적과 내부질서 유지를 위하여 한 조치들을 존중할 필요가 있다",False
 결론,False
"이 사건 처분은 적법하므로, 그 취소를 구하는 원고의 이 사건 청구는 이유 없어 기각한다",False
,False
 처분의 경위,False
" 원고, D, E(이하 '피해학생'이라 한다)은 2018년경 C중학교 1학년에 재학하였다",False
" 피해학생의 모친은  C중학교를 방문하여 다음과 같은 사실들을 학교 측에 알렸고, 학교 측은 위 사안에 대해 학교폭력대책자치위원회(이하 '자치위원회) 회의를 개최하기로 하였다",False
<이미지1>,False
" 자치위원회는  회의를 개최하여 위 사안들에 대해 심의한 뒤, 다음과 같은 조치원인(이하 '이 사건 처분사유'라 한다)을 이유로 원고에 대해 구 학교폭력 예방 및 대책에 관한 법률( 법률 제16441호로 개정되기 전의 것, 이하 '구 학교폭력예방법'이라 한다) 제17조 제1항 제, 제에 따라 '피해학생 및 신고·고발 학생에 대한 접촉, 협박 및 보복행위의 금지, 학내외 전문가에 의한 특별교육이수 25시간 및 보호자 특별교육이수 5시간, 특별교육이수 5시간 및 보호자 특별교육이수 1시간, 전학' 조치를 피고에게 요청하기로 의결하였다",False
<이미지2>,False
<이미지3>,False
" 피고는  원고에 대하여 자치위원회 의결에 따른 조치를 하고, 이를 통보하였다(이하 원고에 대한 '피해학생 및 신고·고발 학생에 대한 접촉, 협박 및 보복행위의 금지, 학내외 전문가에 의한 특별교육이수 25시간, 특별교육이수 5시간, 전학' 조치 부분을 '이 사건 처분'이라 하고, 원고의 보호자에 대한 '보호자 특별교육이수 5시간, 보호자 특별교육이수 1시간' 조치 부분을 '이 사건 보호자처분'이라 한다)",False
" 원고의 부친은 이 사건 처분에 대해 경기도학생징계조정위원회에 재심청구를 하였는데,  기각되었다",False
"[인정근거] 다툼 없는 사실, 갑 제1호증의 1, 제6호증의 2, 을 제증의 각 기재, 변론 전체의 취지",False
 이 사건 소 중 이 사건 보호자처분에 대한 부분의 적법 여부,False
" 구 학교폭력예방법 제17조 제1항 제5호, 제3항은 가해학생의 선도·교육을 위하여 가해학생에게 취할 수 있는 조치 중의 하나로 전문가에 의한 특별교육 이수를 규정하고 있고, 같은 조 제9항은 자치위원회는 가해학생이 특별교육을 이수할 경우 해당 학생의 보호자도 함께 교육을 받게 하여야 한다고 규정하고 있다",False
" 위 각 규정의 형식과 내용에 비추어 보면, 구 학교폭력예방법 제17조 제9항에 따른 가해학생 보호자에 대한 특별교육 이수 조치는 가해학생이 선도·교육을 위하여 특별교육을 이수하는 경우 해당 학생의 보호자에게 그 목적을 달성하기 위하여 마련된 부수처분으로서 가해학생의 특별교육 이수를 전제로 하므로, 가해학생에 대한 처분과 별도로 존재하거나 다툴 수 있는 것이 아니다",False
" 즉, 가해학생에 대한 특별교육 이수 처분이 유효하여 가해학생이 특별교육을 이수하는 경우 해당 학생의 보호자는 위 규정에 따른 처분에 따라 함께 교육을 받아야 하는 것이고, 가해학생에 대한 특별교육 이수 처분이 위법하여 취소되거나 무효로 되어 가해학생이 특별교육을 이수하지 아니하게 되는 경우 해당 학생의 보호자에 대한 특별교육 역시 이를 이수하게 할 근거를 상실하게 되는 것이다",False
" 따라서 원고는 별도로 구 학교폭력예방법 제17조 제9항에 따른 가해학생 보호자에 대한 특별교육 이수 조치인 이 사건 보호자처분의 적법 여부를 별도로 다툴 법률상 이익이 없다고 봄이 타당하므로, 이 사건 소 중 이 사건 보호자처분의 취소를 구하는 부분은 부적법하다",False
 이 사건 처분의 적법 여부,False
 원고의 주장,False
 절차적 하자,False
"위원들은 원고의 권리가 부당하게 침해되지 않도록 공정하게 회의를 진행할 의무가 있음에도, 회의과정에서 원고를 가해학생으로 예단하여 '지금 처벌받는 것이 다행'이라거나 '원고의 사과가 진정성이 없어서 피해학생과 사이에 벽이 생겼다'는 등 편파적인 발언을 하였고, '내 말이 틀리냐, 내 말이 맞지' 등 유도심문을 하였다",False
" 따라서 이 사건 처분은 현저히 공정성을 잃은 자치위원회 회의에 따라 이루어진 것이므로, 절차적 정당성이 결여되어 위법하다",False
 실체적 하자,False
" 이 사건 처분사유에 포함된 원고의 행동들은 친밀한 관계에서 이루어진 것으로 피해학생이 원고의 행동들로 인해 신체적, 정신적 피해를 입지 아니하였다",False
" 따라서 원고의 행동들이 학교폭력에 해당한다고 볼 수 없으므로, 이 사건 처분은 그 처분사유가 인정되지 아니한다",False
" 자치위원회는 원고와 피해학생의 사이가 멀어진 사정을 고려하여 원고에 대한 조치사항을 의결하였는데, 원고와 피해학생의 사이가 멀어진 것은 이 사건 처분사유에 포함된 원고의 행동들로 인한 것이 아니라, 피해학생의 모친이 학교폭력 신고를 했기 때문이다",False
" 따라서 원고와 피해학생의 사이가 멀어진 것은 학교폭력과 무관한 것이므로 이러한 사정을 반영해 조치사항을 의결한 것은 위법하고, 나아가 원고와 피해학생의 친분관계, 성적 표현의 횟수, 기간 등을 고려할 때 사안의 심각성, 지속성, 고의성이 매우 낮은 점, 원고가 피해학생에게 진심으로 사과하고 용서를 구한 점, 원고가 이미 교육 관련 처분을 모두 이수한 점 등에 비추어 이 사건 처분은 지나치게 가혹하여 재량권을 일탈·남용한 것이다",False
 관계 법령,False
별지 기재와 같다,False
 판단,False
 절차적 하자,False
"갑 제6호증의 2의 기재에 의하면, 자치위원회 회의 중 일부 위원들이 원고 주장과 같은 발언을 한 사실은 인정된다",False
" 위원들의 위와 같은 발언으로 인해 원고가 다소 심리적으로 위축되었을 가능성을 배제할 수는 없으나, 회의 과정에서 원고와 그 보호자에게 충분한 발언의 기회가 주어졌던 점, 위원들의 위와 같은 발언으로 인해 원고 및 그 보호자가 사실과 다르거나 진의가 아닌 진술을 하였다고 볼 만한 사정도 찾아볼 수 없는 점 등의 사정들에 비추어 보면, 원고가 주장하는 위와 같은 사정 및 원고가 제출한 증거들만으로는 자치위원회 회의가 불공정하게 진행되었음을 인정하기 부족하고, 달리 이를 인정할 증거가 없다",False
 따라서 원고의 이 부분 주장은 이유 없다,False
 실체적 하자,False
 학교폭력 여부,False
" 구 학교폭력예방법 제2조 제1호는 ""학교폭력""의 개념에 관하여 ""학교 내 외에서 학생을 대상으로 발생한 상해, 폭행, 감금, 협박, 약취·유인, 명예훼손·모욕, 공갈, 강요·강제적인 심부름 및 성폭력, 따돌림, 사이버 따돌림, 정보통신망을 이용한 음란·폭력 정보 등에 의하여 신체·정신 또는 재산상의 피해를 수반하는 행위'로 규정하고 있다",False
" 구 학교폭력예방법은 학교폭력의 예방과 대책에 필요한 사항을 규정함으로써 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생 간의 분쟁조정을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성함을 목적으로 하므로(제1조), 이와 같은 법의 목적 등을 고려하면, 학교폭력은 위에서 열거한 폭행, 명예훼손·모욕, 따돌림 등에 한정되지 아니하고, 이와 유사하거나 동질의 행위로서 학생의 신체·정신 또는 재산상의 피해를 수반하는 모든 행위를 포함한다고 봄이 타당하고, 객관적으로 보아 피해학생의 신체·정신 또는 재산에 피해를 줄 만한 가해학생의 유형적인 행위가 있고, 그 행위의 의미 및 정도가 가해학생에 대한 선도·교육이 필요할 정도로서 가볍지 않다면, 학교폭력으로 보아 피해학생의 보호 및 가해학생에 대한 조치 등 그에 상응하는 대책을 강구함이 타당하다",False
" 이 사건에 관하여 보건대, 이 사건 처분사유에 포함되어 있는 원고의 행동들은 피해학생의 알몸사진을 촬영하여 원고와 피해학생, 다른 친구 2~3명이 있는 단체 대화방에 위 사진을 게시한 것, 피해학생의 수첩에 성행위를 묘사하는 내용이 담겨있는 만화를 그린 것, 피해학생을 태그한 페이스북 게시물에 성적인 영상이 포함되어 있었던 것이다",False
" 그런데 앞서 든 증거들에 을 제4호증의  제증의 각 기재 및 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사정들, 즉 ① 피해학생이 원고가 피해학생의 알몸사진을 촬영하는 것에 대해 거부하지 않았다고 하더라도 이를 단체대화방에 게시하는 것까지 동의하였던 것으로 보이지는 않는 점, ② 피해학생의 알몸사진을 단체대화방에 게시하는 것은 피해학생에게 성적 수치심을 느끼게 할 수 있는 행위이고, 나아가 사진 유포로 인한 피해발생의 가능성도 충분히 인정되는 점, ③ 원고가 피해학생의 수첩에 그린 만화의 내용은 피해학생이 남학생과 성관계를 가진 뒤 이를 촬영한 영상이 유포되어 우울증에 걸리고 창녀가 된다는 것으로, 그 내용만으로도 피해학생에게 수치심을 주기 충분한 점, ④ 게다가 원고가 만화에 그린 성적 묘사의 수위가 지나치게 높고, 그 표현 역시 매우 노골적인 점(""피해학생이 C중 최고의 '췡년'이 된다"" 등), ⑤ 이처럼 원고가 피해학생에게 수차례 성적 수치심을 줄 수 있는 행동을 해오던 중 피해학생의 모친으로부터 경고를 받았음에도 다시 피해학생을 태그한 페이스북 게시물에 성적인 영상을 게시한 점, ⑥ 원고가 피해학생과 친밀한 관계에서 장난을 치려는 의사였다고 하더라도, 원고가 피해학생에게 한 위와 같은 행동들이 객관적으로 장난의 수위에 머물렀다고 보기는 어려운 점, ⑦ 따라서 피해학생이 당시 원고와의 관계로 인해 불쾌한 기색을 표시하지 않았다고 하더라도, 원고의 행동으로 인해 피해학생이 아무런 정신적 피해를 입지 않았을 것이라고 단정할 수 없는 점, ⑧ 피해학생은 조사과정에서 원고의 행동들로 인해 기분이 나쁘지 않았다는 취지로 진술하였으나, 이는 원고와의 친분관계를 유지하기 위해 이루어진 진술일 가능성이 매우 높아 보여 위와 같은 피해학생의 진술만으로 피해학생에게 원고의 행동으로 인한 피해가 없었다고 보기는 어려운 점 등에 비추어 보면, 이 사건 처분사유에 포함된 원고의 행동들은 객관적으로 보아 피해학생에게 정신적 피해를 줄 만한 유형적인 행위로서, 그 행위의 의미 및 정도에 비추어 원고에 대한 선도·교육이 필요하다고 봄이 타당하다",False
" 따라서 이 사건 처분사유에 포함된 원고의 행동들은 학교폭력에 해당한다고 할 것이므로, 원고의 이 부분 주장도 이유 없다",False
 재량권 일탈·남용,False
" 피징계자에게 징계사유가 있어서 징계처분을 하는 경우 어떠한 처분을 할 것인가는 징계권자의 재량에 맡겨진 것이고, 다만 징계권자가 재량권의 행사로서 한 징계처분이 사회통념상 현저하게 타당성을 잃어 징계권자에게 맡겨진 재량권을 일탈하였거나 남용한 것이라고 인정되는 경우에 한하여 그 처분을 위법하다고 할 것인데, 피징계자에 대한 징계처분이 사회통념상 현저하게 타당성을 잃었다고 하려면 구체적인 사례에 따라 징계의 원인이 된 비위사실의 내용과 성질, 징계에 의하여 달성하려고 하는 행정목적, 징계양정의 기준 등 여러 요소를 종합하여 판단할 때에 그 징계내용이 객관적으로 명백히 부당하다고 인정할 수 있는 경우라야 하고(대법원  2010두20027 판결 등 참조), 이러한 법리는 학교폭력예방법 제17조에 따른 가해학생에 대한 징계 조치에 대하여도 적용된다고 할 것이다",False
"또한, 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생 간의 분쟁조정을 통하여 학생의 인권을 보호하고, 학생을 건전한 사회구성원으로 육성하려는 학교폭력예방법의 취지를 고려할 때, 학교폭력에 대해서는 경우에 따라 단호하고 엄정한 조치가 불가피한 경우가 있고, 교육전문가인 학교의 장이 자치위원회의 요청에 따라 교육목적과 내부질서유지를 위하여 징계처분을 하는 것은 가능한 존중되어야 할 것이다",False
" 이 사건에 관하여 보건대, 앞서 인정한 사실들 및 앞서 든 증거들에 을 제증의 각 기재, 변론 전체의 취지를 종합하여 인정되는 다음과 같은 사정들, 즉 ① 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생 간의 분쟁조정을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성하려는 구 학교폭력예방법의 입법취지 등을 고려할 때, 학교폭력에 대해서는 단호하고 엄정한 대처가 필요한 점, ② 이 사건 처분사유에 포함된 원고의 행동들의 수위, 기간, 반복성 등에 비추어 보면, 학교폭력의 정도가 결코 가볍지 않았던 것으로 보이는 점, ③ 이 사건 이후 원고와 피해학생의 관계에 문제가 생겼고, 피해학생이 정신적 고통을 호소하며 정신과 치료를 받기까지 한 점에 비추어, 원고를 피해학생으로부터 격리시키는 차원에서 원고의 전학이 불가피한 측면도 있는 점, ④ 자치위원회는 이러한 여러 사정들을 고려하여 원고의 학교폭력 정도를 적절하게 판단한 것으로 보이고, 이 사건 처분은 이러한 자치위원회의 의결에 따른 것인 점 등에 비추어 보면, 이 사건 처분이 지나치게 가혹하여 재량권을 일탈·남용하였다고 보기 어렵다",False
 따라서 원고의 이 부분 주장도 받아들이지 않는다,False
 결론,False
"그렇다면 이 사건 소 중 이 사건 보호자처분에 관한 부분은 부적법하여 각하하고, 원고의 나머지 청구는 이유 없으므로 이를 기각하기로 하여 주문과 같이 판결한",False
,False
 처분의 경위,False
 I은 경 H고등학교로 전학 와서 원고들과 같은 반이 되었다,False
 I은  원고들을 학교폭력으로 신고했다,False
 피고는  I 측의 요청에 따라 부터 같은 달 28,False
까지 원고들을 I과 분리하여 학교 도서관에 있게 했다,False
" H고등학교 학교폭력대책자치위원회(이하 '자치위원회'라 한다)는  회의를 개최하여 I과 원고들을 분리한 조치에 대하여 추인하고, 원고들이 I에게 아래 조치원인과 같은 학교폭력을 행사하였다는 이유로 학교폭력예방 및 대책에 관한 법률(이하 '학교폭력 예방법'이라 한다) 제17조 제1항에 따라 피고에게 원고들에 대하여 아래 조치사항과 같은 조치를 요청하기로 의결했다",False
<이미지1>,False
<이미지2>,False
<이미지3>,False
 피고는  학교폭력예방법 제17조 제6항에 따라 원고들에게 위 조치사항과 같은 조치를 하였다(이하 원고들에 대한 처분을 통틀어 '이 사건 처분'이라 한다),False
"[인정 근거] 다툼 없는 사실, 갑 제1에서 3호증, 을 제  28에서 31호증(가지번호 있는 경우 가지번호 포함)의 각 기재, 변론 전체의 취지",False
 처분의 적법 여부,False
 원고들의 주장 요지,False
"이 사건 처분은 아래와 같은 하자가 있어 위법하므로 무효이고(주위적), 설령 위법의 정도가 무효에 이르지 않더라도 취소되어야 한다(예비적)",False
 절차적 하자,False
"피고는 자치위원회를 개최하기 이전에 법률상 근거 없이 원고들을 수업에 참석할 수 없게 하고, 도서관에 격리해 반성문을 쓰게 하거나 도서관 작업을 시켰으며, 사과편지를 쓰게 했다",False
<각주1> 그에 따라 원고들은 심리적으로 위축되어 자치위원회 회의에서 제대로 의견을 진술하지 못했다,False
" 또한, 자치위원회 회의에서 일부 위원이 원고들에게 강압적으로 대하는 등 원고들의 방어권을 부당하게 침해했다",False
 처분사유의 부존재,False
원고들은 조치원인으로 기재된 욕설이나 모욕적인 언행 등 학교폭력 행위를 하지 않았다,False
 제1~3 사유 관련 K 단체 대화방 대화에서 일부 험담이 있었더라도 I이 참여하지 않은 이상 이를 인식할 수 없어 피해나 고통을 입을 가능성이 없었으므로 이를 학교폭력 행위로 볼 수 없다,False
 재량권 일탈·남용,False
"원고들과 함께 단체 대화방에 참여한 O, P에 대하여는 I이 학교폭력으로 신고하지 않아 처분을 받지 않은 점 등에 비추어 이 사건 처분은 비례의 원칙 또는 평등의 원칙에 반한다",False
 관계 법령,False
별지 관계 법령 기재와 같다,False
 절차적 하자 여부,False
"에서 구체적으로 살피는 바와 같이 원고들을 도서관에 있게 한 조치나 자치위원회 회의 과정에 있어 원고들이 주장하는 절차적 하자가 있다고 볼 수 없으므로, 원고들의 이 부분 주장은 이유 없다",False
" 학교폭력예방법 제17조 제4항은 학교의 장은 가해학생에 대한 선도가 긴급하다고 인정할 경우 우선 피해학생에 대한 접촉금지(제2호) 등의 조치를 할 수 있고, 이 경우 자치위원회에 즉시 보고하여 추인을 받아야 한다고 정하고 있다",False
" 피고가 I 측의 요청에 따라 원고들을 I과 분리하여 도서관에 있게 하고, 자치위원회가  개최된 회의에서 이를 추인한 것은 위 규정을 근거로 한 것이다",False
" 나아가 원고들이 도서관에 있던 기간 중 도서관 정리 작업을 하거나 I에게 사과편지를 쓴 것은 원고들이 학교폭력 문제로 도서관에 있게 되면서 시간을 보내거나 지도 차원에서 진행된 것으로 보이고, 달리 피고가 원고들에게 위 작업이나 사과편지를 강요했다고 볼 근거가 없다",False
" 을 제25호증의 기재에 변론 전체의 취지를 종합하면, 원고들과 원고들의 부모가 자치위원회 회의에 참석하여 참고 자료까지 제출하면서 조치원인에 대한 의견이나 원고들의 입장을 소상하게 진술한 사실이 인정된다",False
" 원고들은 자치위원회 위원 일부가 원고들에게 강압적으로 대하고 위협적인 분위기를 만들었다고 주장하나, 갑 제19호증의 기재 등 제출한 증거들만으로는 이를 인정하기 어렵다",False
 그 밖에 원고들의 방어권이 침해되었다고 볼 만한 별다른 사정도 찾기 어렵다,False
 처분사유 인정 여부,False
 인정 사실,False
" 원고들은 O, P과 함께 소셜네트워크서비스인 K에 단체 대화방을 만들었는데, 위 대화방에서 이뤄진 대화에는 아래와 같은 내용이 포함되어 있다",False
"<각주2> 위 대화 내용은 원고들과 O, P의 휴대전화기에 저장되어 있었는데, O이 이를 보여주어 I이 알게 되었다",False
<이미지4>,False
<이미지5>,False
" I, O, 같은 반 학생들이 작성한 사실관계 확인서 등의 주요 내용은 아래와 같다",False
<이미지6>,False
<이미지7>,False
<이미지8>,False
<각주3>,False
<이미지9>,False
"[인정 근거] 갑 제10호증, 을 제2에서 6호증, 을 26호증(가지번호 있는 것은 각 가지번호 포함)의 각 기재, 변론 전체의 취지",False
 판단,False
" 학교폭력 예방법 제2조 제1호는 ""학교폭력'이란 학교 내외에서 학생을 대상으로 발생한 상해, 폭행, 감금, 협박, 약취·유인, 명예훼손·모욕, 공갈, 강요·강제적인 심부름 및 성폭력, 따돌림, 사이버 따돌림, 정보통신망을 이용한 음란·폭력 정보 등에 의하여 신체·정신 또는 재산상의 피해를 수반하는 행위를 말한다",False
"""고 정의하고 있다",False
" 또한 위 조항 제1의2호는 ""'따돌림'이란 학교 내외에서 2명 이상의 학생들이 특정인이나 특정집단의 학생들을 대상으로 지속적이거나 반복적으로 신체적 또는 심리적 공격을 가하여 상대방이 고통을 느끼도록 하는 일체의 행위를 말한다",False
"""고 정의하고 있고, 제는 ""사이버 따돌림'이란 인터넷, 휴대전화 등 정보통신기기를 이용하여 학생들이 특정 학생들을 대상으로 지속적, 반복적으로 심리적 공격을 가하거나, 특정 학생과 관련된 개인정보 또는 허위사실을 유포하여 상대방이 고통을 느끼도록 하는 일체의 행위를 말한다",False
"""고 정의하고 있다",False
" 학교폭력예방법의 목적 및 위와 같은 문언을 고려할 때, 학교폭력은 위에서 나열한 폭행, 명예훼손·모욕, 따돌림 등에 한정되지 아니하고, 이와 유사하거나 동질의 행위로서 학생의 신체·정신 또는 재산상의 피해를 수반하는 모든 행위를 포함한다고 봄이 타당하다",False
" 나아가 위에서 말하는 명예훼손, 모욕 등도 형법상 명예훼손죄나 모욕죄와 동일하게 그 성립요건 구비 여부를 엄격하게 판단할 것이 아니라 학생의 보호 및 교육의 측면에서 그와 같이 볼 만한 행위가 있는지를 판단해야 할 것이다",False
" 위 인정 사실과 을 제증의 각 기재에 변론 전체의 취지를 보태어 알 수 있는 아래 각 사정을 종합하면, 적어도 위 조치원인 중 원고 A은 제 사유와 같은 행위를, 원고 D는 제 사유와 같은 행위를, 원고 F은 제 사유와 같은 행위를 하였음을 인정할 수 있다(조치원인에는 각 사유마다 명확히 행위자가 특정되어 있지 않으나 이 사건 소송 과정에서 피고도 위와 동일한 취지로 각 사유별 행위자를 특정하고 있다",False
" 다만, 제5사유의 경우 I의 진술에 의해도 원고들 중 누가 그런 말을 했는지가 불분명하고, I이 최초 지목한 사람이 같은 반학생1이 지목한 사람과도 일치하지 않으므로 인정되는 조치원인 사유에서 제외한다)",False
" I, O이 작성한 진술서나 사실관계 확인서의 내용이 상당히 구체적이고, 그들이 같은 반 학생들 중 원고들만을 특정하여 허위로 진술할 만한 특별한 사정도 보이지 않는다",False
" 나아가 I이 피해신고 시에도 살고 싶다는 언급을 하고, 이후 지속적으로 심한 정신적 피해를 호소하며 스스로 전학까지 간 점 등에 비추어 실제 그러한 일이 있었기 때문으로 보는 것이 자연스럽다",False
" 원고들은, 원고들이 써서 전달한 반성편지들을 I이 친구들과 돌려보며 읽었다는 등의 피해신고 이후 I의 언행 등을 들며 I을 학교폭력 피해자로 보기 어렵다는 주장도 한다",False
 그러나 원고들이 주장하는 I의 언행 등을 제출된 자료들만으로 그대로 인정하기 어려울 뿐 아니라 설령 그러한 일부 사정이 있었더라도 그것만으로 I의 진술이 허위라고 보기는 어렵다,False
 같은 반 학생들이 작성한 사실관계 확인서에 작성자의 성명 기재가 빠져 있기는 하다,False
" 그러나 확인서를 작성받은 교사들은 확인서를 작성한 학생들이 이 사건에 개입되는 것을 꺼리고 신분 노출을 원치 않는다는 의사를 밝혀서 성명을 적지 않은 것이라고 진술하고 있고(을 제증), 확인서의 필체나 내용에 비추어 학생이 경험한 내용을 직접 작성한 것으로 보이므로, 작성자를 명확히 확인할 수 없다는 사정만으로 위 각 확인서의 신빙성을 낮게 평가하기 어렵다",False
" 일부 사실관계 확인서(을5, 을6-2)는 이 사건 소송이 제기된 이후 작성된 것으로 보이나, 이 사건 처분 이후 위 각 확인서 작성 시까지 3개월이 채 지나지 않은 점 등에 비추어 작성일이 소 제기 이후라고 해서 신빙성이 없다고 보기도 어렵다",False
 각 사실관계 확인서에 기재된 내용이 일부 세세한 면을 제외하고는 서로 들어맞고 별다른 모순이 없다,False
 제1사유의 경우 원고 F은 직접 욕을 한 것은 아니더라도 함께 대화하면서 동조하였다,False
" 제8사유의 경우 원고들이 농구 수행평가 시 직접 몸싸움을 한 것은 아니더라도 미리 대화하면서 그러한 이야기를 하였고, 실제 농구 수행평가 시 I가 본인에게만 유독 강하게 하는 것을 느꼈다고 진술하고 있어서 원고들이 직접 실행하지 아니하였다고 하더라도 달리 보기 어렵다",False
 나아가 원고들의 위와 같은 행위는 모욕이나 따돌림 또는 사이버 따돌림에 의해 같은 학교 학생인 I에게 정신상 피해를 가져다준 행위로서 학교폭력예방법이 정한 학교폭력에 해당한다고 봄이 타당하다,False
